4.12;12618.70;12311.00;4.311;3.812;12.128;327.93;165.40
4.13;12651.30;12342.70;4.309;3.807;12.109;327.99;165.40
4.14;12683.90;12374.50;4.308;3.802;12.090;328.04;165.39
4.15;12716.40;12406.30;4.307;3.797;12.071;328.10;165.39
4.16;12749.00;12438.10;4.305;3.792;12.052;328.15;165.38
4.17;12781.60;12469.80;4.304;3.788;12.034;328.21;165.38
4.18;12814.20;12501.60;4.303;3.783;12.015;328.26;165.37
4.19;12846.70;12533.40;4.301;3.778;11.997;328.32;165.37
4.20;12879.30;12565.20;4.300;3.773;11.979;328.37;165.37
4.21;12911.90;12597.00;4.299;3.768;11.961;328.43;165.36
4.22;12944.50;12628.80;4.297;3.764;11.943;328.50;165.36
4.23;12977.10;12660.60;4.296;3.760;11.925;328.57;165.35
4.24;13009.70;12692.40;4.295;3.756;11.908;328.64;165.35
4.25;13042.30;12724.20;4.293;3.752;11.890;328.71;165.34
4.26;13074.90;12756.00;4.292;3.748;11.873;328.78;165.34
4.27;13107.50;12787.80;4.291;3.744;11.855;328.85;165.33
4.28;13140.10;12819.60;4.289;3.740;11.838;328.92;165.33
4.29;13172.70;12851.40;4.288;3.735;11.821;328.99;165.32
4.30;13205.30;12883.20;4.286;3.731;11.804;329.06;165.32
4.31;13237.90;12915.10;4.285;3.727;11.787;329.13;165.32
4.32;13270.60;12946.90;4.284;3.723;11.770;329.20;165.31
4.33;13303.20;12978.70;4.282;3.719;11.753;329.27;165.31
4.34;13335.80;13010.50;4.281;3.714;11.737;329.33;165.30
4.35;13368.40;13042.40;4.279;3.710;11.720;329.40;165.30
4.36;13401.10;13074.20;4.278;3.706;11.704;329.47;165.29
4.37;13433.70;13106.00;4.277;3.701;11.687;329.53;165.29
4.38;13466.30;13137.90;4.275;3.697;11.671;329.60;165.28
4.39;13499.00;13169.70;4.274;3.693;11.655;329.67;165.28
4.40;13531.60;13201.60;4.272;3.689;11.639;329.73;165.28
4.41;13564.30;13233.40;4.271;3.684;11.623;329.80;165.27
4.42;13596.90;13265.30;4.270;3.680;11.607;329.87;165.27
4.43;13629.60;13297.10;4.268;3.676;11.591;329.94;165.26
4.44;13662.20;13329.00;4.267;3.671;11.575;330.00;165.26
4.45;13694.90;13360.80;4.265;3.667;11.560;330.07;165.25
4.46;13727.50;13392.70;4.264;3.663;11.544;330.13;165.25
4.47;13760.20;13424.60;4.262;3.658;11.529;330.20;165.24
4.48;13792.80;13456.40;4.261;3.654;11.514;330.26;165.24
4.49;13825.50;13488.30;4.260;3.649;11.498;330.33;165.24
4.50;13858.20;13520.20;4.258;3.645;11.483;330.40;165.23
4.51;13890.90;13552.10;4.257;3.640;11.468;330.46;165.23
4.52;13923.50;13583.90;4.255;3.636;11.453;330.53;165.22
4.53;13956.20;13615.80;4.254;3.632;11.439;330.60;165.22
4.54;13988.90;13647.70;4.252;3.627;11.424;330.66;165.21
4.55;14021.60;13679.60;4.251;3.623;11.409;330.73;165.21
4.56;14054.30;13711.50;4.249;3.619;11.394;330.79;165.20
4.57;14087.00;13743.40;4.248;3.614;11.380;330.86;165.20
4.58;14119.70;13775.30;4.246;3.610;11.365;330.92;165.20
4.59;14152.40;13807.20;4.245;3.606;11.351;330.99;165.19
4.60;14185.00;13839.10;4.243;3.601;11.337;331.05;165.19
